Target, #TripleInThatClass, TimeSinceStartOfVerification(ms)
violated, 1414, 5168
violated, 4777, 5203
violated, 3894, 5197
violated, 7319, 5240
violated, 42, 5144
violated, 2475, 5186
violated, 3124, 5191
violated, 8049, 5245
violated, 6778, 5236
violated, 8741, 5250
violated, 5502, 5223
violated, 9924, 5554
violated, 2174, 5183
violated, 6169, 5231
violated, 4231, 5199
violated, 9565, 5271
violated, 6549, 5234
violated, 6681, 5235
violated, 1757, 5178
violated, 2962, 5190
violated, 6903, 5237
violated, 3025, 5191
violated, 1066, 5151
violated, 550, 5147
violated, 9331, 5269
violated, 4183, 5199
violated, 9669, 5272
violated, 5929, 5228
violated, 6538, 5234
violated, 4447, 5201
violated, 9205, 5253
violated, 9296, 5253
violated, 4759, 5203
violated, 8448, 5248
violated, 9758, 5444
violated, 1101, 5151
violated, 6918, 5237
violated, 619, 5148
violated, 8010, 5245
violated, 6472, 5233
violated, 2635, 5188
violated, 4076, 5198
violated, 5194, 5206
violated, 5698, 5226
violated, 5006, 5205
violated, 71, 5144
violated, 5974, 5229
violated, 8712, 5249
violated, 7429, 5240
violated, 529, 5147
violated, 6936, 5237
violated, 6268, 5232
violated, 6396, 5233
violated, 2705, 5188
violated, 199, 5145
violated, 227, 5145
violated, 6256, 5232
violated, 434, 5147
violated, 8018, 5245
violated, 6155, 5231
violated, 5227, 5206
violated, 8224, 5246
violated, 1179, 5167
violated, 2048, 5181
violated, 1938, 5180
violated, 971, 5150
violated, 7516, 5241
violated, 1073, 5151
violated, 842, 5149
violated, 8336, 5247
violated, 3594, 5195
violated, 9898, 5545
violated, 1052, 5151
violated, 8584, 5249
violated, 8894, 5251
violated, 6955, 5237
violated, 4708, 5203
violated, 3194, 5192
violated, 1298, 5168
violated, 4546, 5201
violated, 805, 5149
violated, 3023, 5191
violated, 6849, 5236
violated, 7833, 5243
violated, 9887, 5537
violated, 8953, 5251
violated, 9031, 5252
violated, 311, 5146
violated, 3945, 5197
violated, 5626, 5225
violated, 6724, 5235
violated, 3347, 5193
violated, 4878, 5204
violated, 4525, 5201
violated, 7927, 5244
violated, 3333, 5193
violated, 4566, 5202
violated, 2345, 5185
violated, 6363, 5233
violated, 7786, 5243
violated, 2668, 5188
violated, 7616, 5242
violated, 4095, 5198
violated, 5987, 5229
violated, 6188, 5231
violated, 1108, 5151
violated, 5578, 5224
violated, 146, 5145
violated, 4385, 5200
violated, 3693, 5195
violated, 2973, 5190
violated, 4039, 5198
violated, 6544, 5234
violated, 2798, 5189
violated, 113, 5145
violated, 8124, 5245
violated, 1061, 5151
violated, 7303, 5239
violated, 9344, 5269
violated, 727, 5149
violated, 5210, 5206
violated, 900, 5150
violated, 7904, 5244
violated, 5959, 5229
violated, 929, 5150
violated, 8943, 5251
violated, 2058, 5182
violated, 2430, 5186
violated, 3705, 5195
violated, 7243, 5239
violated, 919, 5150
violated, 1136, 5152
violated, 6408, 5233
violated, 4834, 5203
violated, 1034, 5151
violated, 4065, 5198
violated, 1155, 5167
violated, 2013, 5181
violated, 3986, 5197
violated, 2718, 5189
violated, 3895, 5197
violated, 1208, 5167
violated, 2690, 5188
violated, 8166, 5246
violated, 9940, 5562
violated, 5630, 5225
violated, 6158, 5231
violated, 1652, 5177
violated, 1831, 5179
violated, 2371, 5185
violated, 3745, 5196
violated, 8944, 5251
violated, 5328, 5222
violated, 8412, 5247
violated, 8519, 5248
violated, 3266, 5192
violated, 1710, 5178
violated, 5641, 5225
violated, 4434, 5201
violated, 4572, 5202
violated, 1534, 5176
violated, 8973, 5251
violated, 9506, 5271
violated, 8692, 5249
violated, 1411, 5168
violated, 5802, 5227
violated, 3396, 5193
violated, 4797, 5203
violated, 840, 5149
violated, 7058, 5238
violated, 9634, 5272
violated, 6890, 5237
violated, 6424, 5233
violated, 5925, 5228
violated, 8743, 5250
violated, 596, 5148
violated, 2458, 5186
violated, 5089, 5205
violated, 7797, 5243
violated, 3551, 5194
violated, 2176, 5183
violated, 45, 5144
violated, 9950, 5584
violated, 905, 5150
violated, 3488, 5194
violated, 7476, 5241
violated, 428, 5147
violated, 5040, 5205
violated, 7314, 5240
violated, 8406, 5247
violated, 8597, 5249
violated, 1654, 5177
violated, 918, 5150
violated, 1557, 5176
violated, 4898, 5204
violated, 4253, 5199
violated, 3326, 5193
violated, 7417, 5240
violated, 9058, 5252
violated, 3039, 5191
violated, 5305, 5207
violated, 7891, 5244
violated, 4079, 5198
violated, 6970, 5237
violated, 5395, 5223
violated, 8190, 5246
violated, 15, 5144
violated, 9677, 5272
violated, 8292, 5247
violated, 1780, 5178
violated, 2173, 5183
violated, 6616, 5235
violated, 8821, 5250
violated, 3516, 5194
violated, 8453, 5248
violated, 9454, 5270
violated, 2070, 5182
violated, 5172, 5206
violated, 5863, 5228
violated, 4482, 5201
violated, 66, 5144
violated, 7827, 5243
violated, 1595, 5176
violated, 8403, 5247
violated, 5465, 5223
violated, 3528, 5194
violated, 3374, 5193
violated, 5589, 5224
violated, 8864, 5250
violated, 2771, 5189
violated, 8668, 5249
violated, 7120, 5238
violated, 3089, 5191
violated, 9882, 5533
violated, 904, 5150
violated, 5237, 5206
violated, 9982, 5606
violated, 795, 5149
violated, 6266, 5232
violated, 7784, 5243
violated, 6967, 5237
violated, 4732, 5203
violated, 2034, 5181
violated, 4278, 5199
violated, 1519, 5176
violated, 5724, 5226
violated, 1714, 5178
violated, 4176, 5199
violated, 8538, 5248
violated, 1563, 5176
violated, 4524, 5201
violated, 5098, 5205
violated, 2341, 5185
violated, 8644, 5249
violated, 3302, 5193
violated, 4941, 5204
violated, 6362, 5233
violated, 5480, 5223
violated, 5321, 5207
violated, 2620, 5188
violated, 3708, 5195
violated, 5950, 5229
violated, 3289, 5193
violated, 7864, 5244
violated, 8455, 5248
violated, 5212, 5206
violated, 3854, 5197
violated, 2204, 5183
violated, 7419, 5240
violated, 3223, 5192
violated, 2858, 5190
violated, 2259, 5184
violated, 2537, 5187
violated, 3910, 5197
violated, 7375, 5240
violated, 4069, 5198
violated, 7964, 5244
violated, 6063, 5230
violated, 9338, 5269
violated, 7976, 5244
violated, 8199, 5246
violated, 5876, 5228
violated, 8462, 5248
violated, 2460, 5186
violated, 2855, 5189
violated, 9450, 5270
violated, 6358, 5233
violated, 4669, 5202
violated, 4123, 5198
violated, 1749, 5178
violated, 7567, 5241
violated, 3486, 5194
violated, 8561, 5248
violated, 6860, 5236
violated, 272, 5146
violated, 363, 5146
violated, 2529, 5187
violated, 3305, 5193
violated, 9667, 5272
violated, 3929, 5197
violated, 1428, 5169
violated, 3525, 5194
violated, 1624, 5177
violated, 2028, 5181
violated, 4005, 5198
violated, 2540, 5187
violated, 9036, 5252
violated, 969, 5150
violated, 3254, 5192
violated, 2658, 5188
violated, 9248, 5253
violated, 8240, 5246
violated, 8280, 5246
violated, 3598, 5195
violated, 6899, 5237
violated, 5294, 5207
violated, 9233, 5253
violated, 827, 5149
violated, 3713, 5196
violated, 8431, 5248
violated, 6692, 5235
violated, 2944, 5190
violated, 583, 5148
violated, 7785, 5243
violated, 7028, 5238
violated, 3787, 5196
violated, 76, 5144
violated, 3772, 5196
violated, 5543, 5224
violated, 8386, 5247
violated, 6939, 5237
violated, 4646, 5202
violated, 3051, 5191
violated, 2269, 5184
violated, 5186, 5206
violated, 4617, 5202
violated, 8343, 5247
violated, 467, 5147
violated, 5965, 5229
violated, 4134, 5199
violated, 4872, 5204
violated, 7869, 5244
violated, 3625, 5195
violated, 4712, 5203
violated, 8468, 5248
violated, 4488, 5201
violated, 5947, 5228
violated, 718, 5149
violated, 2499, 5186
violated, 7475, 5241
violated, 8896, 5251
violated, 4460, 5201
violated, 1661, 5177
violated, 3058, 5191
violated, 4803, 5203
violated, 4929, 5204
violated, 5514, 5224
violated, 4597, 5202
violated, 4456, 5201
violated, 7487, 5241
violated, 3388, 5193
violated, 6946, 5237
violated, 444, 5147
violated, 5696, 5226
violated, 3383, 5193
violated, 7769, 5243
violated, 5653, 5225
violated, 3353, 5193
violated, 2221, 5183
violated, 7665, 5242
violated, 1777, 5178
violated, 8521, 5248
violated, 1337, 5168
violated, 4016, 5198
violated, 3582, 5195
violated, 5215, 5206
violated, 8220, 5246
violated, 3307, 5193
violated, 6, 3391
violated, 6130, 5230
violated, 2722, 5189
violated, 2820, 5189
violated, 1873, 5179
violated, 3830, 5196
violated, 5911, 5228
violated, 9487, 5270
violated, 4146, 5199
violated, 2555, 5187
violated, 5927, 5228
violated, 8893, 5251
violated, 1443, 5169
violated, 6515, 5234
violated, 7213, 5239
violated, 4855, 5204
violated, 9653, 5272
violated, 8817, 5250
violated, 5755, 5226
violated, 447, 5147
violated, 3875, 5197
violated, 1388, 5168
violated, 3202, 5192
violated, 6474, 5233
violated, 396, 5146
violated, 7457, 5241
violated, 4980, 5205
violated, 5263, 5207
violated, 8095, 5245
violated, 7574, 5241
violated, 1015, 5151
violated, 8661, 5249
violated, 9114, 5252
violated, 3626, 5195
violated, 3574, 5195
violated, 3867, 5197
violated, 7502, 5241
violated, 1440, 5169
violated, 5661, 5225
violated, 224, 5145
violated, 1118, 5151
violated, 9529, 5271
violated, 7872, 5244
violated, 823, 5149
violated, 8911, 5251
violated, 1910, 5180
violated, 2201, 5183
violated, 3666, 5195
violated, 9223, 5253
violated, 4131, 5198
violated, 9601, 5271
violated, 7568, 5241
violated, 108, 5145
violated, 2623, 5188
violated, 9717, 5273
violated, 9268, 5253
violated, 8734, 5250
violated, 9042, 5252
violated, 9242, 5253
violated, 2865, 5190
violated, 2097, 5182
violated, 4605, 5202
violated, 9097, 5252
violated, 7659, 5242
violated, 480, 5147
violated, 8859, 5250
violated, 9527, 5271
violated, 4791, 5203
violated, 2360, 5185
violated, 5919, 5228
violated, 4590, 5202
violated, 240, 5145
violated, 9629, 5272
violated, 4755, 5203
violated, 6279, 5232
violated, 8684, 5249
violated, 8346, 5247
violated, 4446, 5201
violated, 2366, 5185
violated, 3519, 5194
violated, 7202, 5239
violated, 1978, 5181
violated, 352, 5146
violated, 3892, 5197
violated, 9008, 5251
violated, 2163, 5183
violated, 3636, 5195
violated, 2505, 5186
violated, 6134, 5230
violated, 4532, 5201
violated, 3543, 5194
violated, 7483, 5241
violated, 644, 5148
violated, 9914, 5551
violated, 1847, 5179
violated, 3177, 5192
violated, 2938, 5190
violated, 5643, 5225
violated, 4885, 5204
violated, 9844, 5498
violated, 4849, 5203
violated, 8833, 5250
violated, 1706, 5178
violated, 7783, 5243
violated, 878, 5150
violated, 6032, 5229
violated, 9724, 5273
violated, 4871, 5204
violated, 684, 5148
violated, 4227, 5199
violated, 4621, 5202
violated, 9548, 5271
violated, 2353, 5185
violated, 9674, 5272
violated, 4372, 5200
violated, 2747, 5189
violated, 8456, 5248
violated, 9408, 5270
violated, 4034, 5198
violated, 6215, 5231
violated, 7745, 5243
violated, 8319, 5247
violated, 341, 5146
violated, 9612, 5272
violated, 8278, 5246
violated, 6146, 5231
violated, 8841, 5250
violated, 1878, 5180
violated, 3019, 5191
violated, 4946, 5204
violated, 609, 5148
violated, 6536, 5234
violated, 3984, 5197
violated, 9585, 5271
violated, 5491, 5223
violated, 241, 5145
violated, 6511, 5234
violated, 2247, 5184
violated, 1975, 5181
violated, 4691, 5202
violated, 421, 5147
violated, 9695, 5272
violated, 358, 5146
violated, 883, 5150
violated, 457, 5147
violated, 8774, 5250
violated, 5304, 5207
violated, 2869, 5190
violated, 5567, 5224
violated, 4995, 5205
violated, 9189, 5253
violated, 4785, 5203
violated, 4814, 5203
violated, 8200, 5246
violated, 9132, 5252
violated, 9721, 5273
violated, 520, 5147
violated, 1761, 5178
violated, 4534, 5201
violated, 4135, 5199
violated, 6451, 5233
violated, 9792, 5459
violated, 5129, 5206
violated, 7673, 5242
violated, 5200, 5206
violated, 356, 5146
violated, 2486, 5186
violated, 6779, 5236
violated, 2338, 5185
violated, 4196, 5199
violated, 6313, 5232
violated, 3005, 5191
violated, 9794, 5460
violated, 3188, 5192
violated, 6999, 5237
violated, 9330, 5269
violated, 9636, 5272
violated, 7645, 5242
violated, 4852, 5203
violated, 8671, 5249
violated, 4554, 5201
violated, 4374, 5200
violated, 202, 5145
violated, 2497, 5186
violated, 3930, 5197
violated, 6305, 5232
violated, 5602, 5225
violated, 8779, 5250
violated, 5290, 5207
violated, 8639, 5249
violated, 744, 5149
violated, 7185, 5239
violated, 6464, 5233
violated, 9044, 5252
violated, 2046, 5181
violated, 9172, 5253
violated, 3553, 5194
violated, 3399, 5193
violated, 1476, 5175
violated, 4492, 5201
violated, 5772, 5227
violated, 162, 5145
violated, 7570, 5241
violated, 2330, 5184
violated, 1348, 5168
violated, 7427, 5240
violated, 1597, 5176
violated, 3620, 5195
violated, 4326, 5200
violated, 4082, 5198
violated, 4217, 5199
violated, 5137, 5206
violated, 6748, 5236
violated, 2184, 5183
violated, 4344, 5200
violated, 1932, 5180
violated, 2913, 5190
violated, 4551, 5201
violated, 3278, 5193
violated, 906, 5150
violated, 7366, 5240
violated, 7444, 5240
violated, 2190, 5183
violated, 9022, 5252
violated, 9328, 5269
violated, 1333, 5168
violated, 5623, 5225
violated, 4606, 5202
violated, 4356, 5200
violated, 680, 5148
violated, 3920, 5197
violated, 4894, 5204
violated, 3035, 5191
violated, 7695, 5242
valid, 9980, 5605
violated, 9943, 5579
violated, 7639, 5242
violated, 2214, 5183
violated, 9439, 5270
violated, 8913, 5251
violated, 9557, 5271
violated, 3883, 5197
violated, 4068, 5198
violated, 9649, 5272
violated, 3430, 5194
violated, 7209, 5239
violated, 3145, 5192
violated, 9870, 5512
violated, 4107, 5198
violated, 3447, 5194
violated, 6015, 5229
violated, 9200, 5253
violated, 7648, 5242
violated, 1842, 5179
violated, 8299, 5247
violated, 3459, 5194
violated, 1090, 5151
violated, 2527, 5187
violated, 8328, 5247
violated, 2146, 5183
violated, 2821, 5189
violated, 2895, 5190
violated, 307, 5146
violated, 3207, 5192
violated, 3466, 5194
violated, 104, 5144
violated, 1377, 5168
violated, 2738, 5189
violated, 6661, 5235
violated, 5397, 5223
violated, 2997, 5191
violated, 6858, 5236
violated, 8218, 5246
violated, 5275, 5207
violated, 3323, 5193
violated, 535, 5147
violated, 459, 5147
violated, 4405, 5200
violated, 5214, 5206
violated, 3857, 5197
violated, 4897, 5204
violated, 4788, 5203
violated, 424, 5147
violated, 1426, 5169
violated, 6255, 5232
violated, 2608, 5188
violated, 8133, 5245
violated, 5359, 5222
violated, 4129, 5198
violated, 4200, 5199
violated, 9128, 5252
violated, 25, 5144
violated, 9361, 5269
violated, 1715, 5178
violated, 4644, 5202
violated, 5807, 5227
violated, 1520, 5176
violated, 4210, 5199
violated, 7388, 5240
violated, 7109, 5238
violated, 4336, 5200
violated, 6083, 5230
violated, 6100, 5230
violated, 367, 5146
violated, 2031, 5181
violated, 1026, 5151
violated, 8495, 5248
violated, 4416, 5200
violated, 1001, 5151
violated, 9648, 5272
violated, 6709, 5235
violated, 6894, 5237
violated, 3337, 5193
violated, 5117, 5205
violated, 3149, 5192
violated, 3592, 5195
violated, 8407, 5247
violated, 7029, 5238
violated, 7035, 5238
violated, 4347, 5200
violated, 2742, 5189
violated, 6095, 5230
violated, 8117, 5245
violated, 4477, 5201
violated, 588, 5148
violated, 8226, 5246
violated, 9696, 5272
violated, 1109, 5151
violated, 3127, 5191
violated, 6754, 5236
violated, 281, 5146
violated, 3912, 5197
violated, 1865, 5179
violated, 2715, 5188
violated, 3991, 5198
violated, 1402, 5168
violated, 4226, 5199
violated, 429, 5147
violated, 3615, 5195
violated, 8384, 5247
violated, 4053, 5198
violated, 7726, 5243
violated, 8188, 5246
violated, 2507, 5186
violated, 9148, 5252
violated, 4051, 5198
violated, 111, 5145
violated, 5394, 5223
violated, 2928, 5190
violated, 3715, 5196
violated, 5628, 5225
violated, 5255, 5207
violated, 5575, 5224
violated, 8157, 5246
violated, 3264, 5192
violated, 9240, 5253
violated, 6099, 5230
violated, 2336, 5185
violated, 6113, 5230
violated, 4796, 5203
violated, 5621, 5225
violated, 4028, 5198
violated, 309, 5146
violated, 5922, 5228
violated, 8634, 5249
violated, 5410, 5223
violated, 9622, 5272
violated, 8827, 5250
violated, 9722, 5273
violated, 4386, 5200
violated, 8541, 5248
violated, 5268, 5207
violated, 2844, 5189
violated, 9824, 5490
violated, 1668, 5177
violated, 6943, 5237
violated, 8952, 5251
violated, 8937, 5251
violated, 7716, 5242
violated, 3764, 5196
violated, 861, 5150
violated, 7972, 5244
violated, 9312, 5253
violated, 3676, 5195
violated, 1228, 5167
violated, 9962, 5599
violated, 4651, 5202
violated, 8898, 5251
violated, 3319, 5193
violated, 6269, 5232
violated, 7217, 5239
violated, 0, 3389
violated, 5581, 5224
violated, 461, 5147
violated, 8178, 5246
violated, 748, 5149
violated, 1319, 5168
violated, 2854, 5189
violated, 9367, 5270
violated, 5638, 5225
violated, 2266, 5184
violated, 115, 5145
violated, 2131, 5182
violated, 1347, 5168
violated, 2770, 5189
violated, 946, 5150
violated, 8382, 5247
violated, 2917, 5190
violated, 775, 5149
violated, 84, 5144
violated, 6201, 5231
violated, 39, 5144
violated, 8761, 5250
violated, 8750, 5250
violated, 4861, 5204
violated, 6877, 5236
violated, 8473, 5248
violated, 1202, 5167
violated, 3500, 5194
violated, 4802, 5203
violated, 6719, 5235
violated, 7985, 5244
violated, 9116, 5252
violated, 2611, 5188
violated, 6874, 5236
violated, 4522, 5201
violated, 2766, 5189
violated, 6084, 5230
violated, 1625, 5177
violated, 1720, 5178
violated, 3630, 5195
violated, 7705, 5242
violated, 6693, 5235
violated, 7386, 5240
violated, 3290, 5193
violated, 5220, 5206
violated, 6343, 5233
violated, 7558, 5241
violated, 8416, 5247
violated, 9638, 5272
violated, 4724, 5203
violated, 4318, 5200
violated, 590, 5148
violated, 7421, 5240
violated, 8697, 5249
violated, 2939, 5190
violated, 5122, 5206
violated, 7536, 5241
violated, 3147, 5192
violated, 9486, 5270
violated, 266, 5146
violated, 559, 5147
violated, 5027, 5205
violated, 2644, 5188
violated, 3014, 5191
violated, 6710, 5235
violated, 3453, 5194
violated, 7834, 5243
violated, 682, 5148
violated, 5451, 5223
violated, 2806, 5189
violated, 7846, 5243
violated, 5677, 5225
violated, 5211, 5206
violated, 62, 5144
violated, 8611, 5249
violated, 1581, 5176
violated, 8630, 5249
violated, 9080, 5252
violated, 3978, 5197
violated, 4074, 5198
violated, 9412, 5270
violated, 5057, 5205
violated, 3129, 5191
violated, 3134, 5191
violated, 868, 5150
violated, 7111, 5238
violated, 9187, 5253
violated, 8287, 5246
violated, 7006, 5237
violated, 4715, 5203
violated, 7792, 5243
violated, 9280, 5253
violated, 6620, 5235
violated, 6982, 5237
violated, 9555, 5271
violated, 9691, 5272
violated, 8646, 5249
violated, 4778, 5203
violated, 1587, 5176
violated, 4567, 5202
violated, 1170, 5167
violated, 1130, 5151
violated, 6073, 5230
violated, 3588, 5195
violated, 9715, 5273
